DATE,SPOT,FUTURE
11/14/2012,553.3711,535.3018
11/15/2012,548.547,530.6369
11/16/2012,547.5439,529.668
11/19/2012,555.6074,537.4729
11/20/2012,551.9566,533.9426
11/21/2012,554.7569,536.6528
11/23/2012,563.4388,545.0541
11/26/2012,563.0875,544.7183
11/27/2012,560.7175,542.4271
11/28/2012,553.1578,535.1156
11/29/2012,558.3622,540.1517
11/30/2012,549.7449,531.817
12-03-2012,553.6786,535.6268
12-04-2012,543.7633,526.0361
12-05-2012,543.8551,526.1262
12-06-2012,546.429,528.6176
12-07-2012,547.4022,529.5604
12-10-2012,550.5444,532.6041
12-11-2012,547.9618,530.107
12-12-2012,552.9841,534.967
12/13/2012,542.2389,524.5732
12/14/2012,542.0691,524.4103
12/17/2012,542.289,524.627
12/18/2012,533.1626,515.7984
12/19/2012,530.2673,512.9979
12/20/2012,519.3075,502.3956
12/21/2012,524.8384,507.7469
12/24/2012,523.4961,506.45
12/26/2012,524.3292,507.2572
12/27/2012,525.8652,508.7443
12/28/2012,522.9184,505.8947
12/31/2012,528.7799,511.569
01-02-2013,535.0128,517.6014
01-03-2013,530.4115,513.151
01-04-2013,521.0896,504.1334
01-07-2013,520.9836,504.034
01-08-2013,526.3764,509.2523
01-09-2013,523.9929,506.8401
01-10-2013,532.2929,514.7748
01-11-2013,526.0952,508.6466
01/14/2013,531.3999,513.6776
01/15/2013,536.9032,518.818
01/16/2013,536.7767,518.6968
01/17/2013,539.7741,521.5943
01/18/2013,539.4497,521.2819
01/22/2013,542.0158,523.766
01/23/2013,541.7054,523.4671
01/24/2013,534.5082,516.5133
01/25/2013,529.0472,511.2373
01/28/2013,526.2092,508.498
01/29/2013,529.8536,512.0208
01/30/2013,538.8053,520.6723
01/31/2013,530.4568,512.6058
02-01-2013,535.2417,517.2308
02-04-2013,535.481,517.4653
02-05-2013,535.5357,517.5191
02-06-2013,536.7779,518.7205
02-07-2013,532.8589,514.9343
02-08-2013,532.0655,514.1147
02-11-2013,525.5448,507.7635
02-12-2013,526.217,508.3601
02/13/2013,524.5454,506.6925
02/14/2013,519.9984,502.2462
02/15/2013,511.6287,494.1634
02/19/2013,508.4372,491.0854
02/20/2013,498.6678,481.6511
02/21/2013,499.1744,482.1418
02/22/2013,496.7196,479.7724
02/25/2013,502.3473,485.2127
02/26/2013,510.323,492.918
02/27/2013,504.18,486.9863
02/28/2013,497.549,480.583
03-01-2013,496.4657,479.5384
03-04-2013,496.5165,479.5924
03-05-2013,497.5934,480.6341
03-06-2013,498.5062,481.5173
03-07-2013,498.5757,481.5858
03-08-2013,499.7297,482.6119
